#T	e	abs(m)	chi	c_v	f
0.1	-2	1	0	0	-2.00277
0.2	-2	1	0	0	-2.00555
0.3	-2	1	3.49073e-11	1.86135e-09	-2.00832
0.4	-2	1	2.06191e-08	8.2462e-07	-2.01109
0.5	-2	1	9.02706e-07	2.88526e-05	-2.01386
0.6	-1.99999	0.999997	1.09083e-05	0.000289586	-2.01664
0.7	-1.99991	0.999978	6.38545e-05	0.00144246	-2.01942
0.8	-1.99963	0.999907	0.000239889	0.00468148	-2.02222
0.9	-1.99886	0.999711	0.000676127	0.0115013	-2.02508
1	-1.99716	0.999276	0.00157014	0.0233808	-2.02807
1.1	-1.99397	0.998446	0.00319031	0.0415964	-2.0313
1.2	-1.98859	0.997024	0.00590953	0.0672045	-2.03492
1.3	-1.98025	0.994764	0.0102826	0.101149	-2.03909
1.4	-1.96805	0.991359	0.0171922	0.144436	-2.04405
1.5	-1.95101	0.986417	0.0280774	0.198299	-2.05004
1.6	-1.92799	0.979422	0.0452088	0.264246	-2.05736
1.7	-1.89771	0.969697	0.0718639	0.343756	-2.06633
1.8	-1.85877	0.95639	0.11211	0.43741	-2.07732
1.9	-1.80981	0.938535	0.169842	0.543394	-2.09075
2	-1.74986	0.915209	0.246953	0.655874	-2.10704
2.1	-1.67877	0.885813	0.34118	0.764365	-2.1266
2.2	-1.59758	0.850369	0.444923	0.855336	-2.14979
2.3	-1.50871	0.809701	0.546377	0.916135	-2.17686
2.4	-1.41561	0.765372	0.632994	0.939414	-2.2079
2.5	-1.32208	0.719365	0.69549	0.925433	-2.24284
2.6	-1.23154	0.673664	0.730175	0.881042	-2.28147
2.7	-1.14654	0.629901	0.738718	0.816437	-2.32348
2.8	-1.06858	0.58919	0.726195	0.741802	-2.36852
2.9	-0.998243	0.552123	0.698846	0.665219	-2.41622
3	-0.935424	0.518874	0.662473	0.59204	-2.4662
3.1	-0.879622	0.489335	0.621677	0.525194	-2.51817
3.2	-0.830134	0.463234	0.579717	0.465852	-2.57183
3.3	-0.786199	0.440223	0.538692	0.414091	-2.62695
3.4	-0.74708	0.419935	0.499825	0.369392	-2.68333
3.5	-0.712111	0.40202	0.46373	0.330975	-2.7408
3.6	-0.680704	0.386158	0.430629	0.297995	-2.79921
3.7	-0.652358	0.372065	0.400511	0.269644	-2.85845
3.8	-0.626645	0.359499	0.373228	0.245199	-2.91843
3.9	-0.603208	0.348248	0.348567	0.224036	-2.97905
4	-0.581746	0.338136	0.326291	0.205628	-3.04024
4.1	-0.562006	0.32901	0.306158	0.189534	-3.10196
4.2	-0.543775	0.320742	0.287941	0.175391	-3.16413
4.3	-0.526873	0.313224	0.271429	0.162898	-3.22672
4.4	-0.511148	0.306364	0.256431	0.151806	-3.28969
4.5	-0.496472	0.300081	0.242779	0.141909	-3.35301
4.6	-0.482732	0.294309	0.230322	0.133038	-3.41664
4.7	-0.469835	0.28899	0.218927	0.12505	-3.48056
4.8	-0.457697	0.284074	0.208479	0.117829	-3.54475
4.9	-0.446247	0.279519	0.198876	0.111273	-3.60918
5	-0.435423	0.275286	0.190028	0.105301	-3.67384
