#T	e	abs(m)	chi	c_v	f
0.1	-2	1	0	0	-2.01733
0.2	-2	1	0	0	-2.03466
0.3	-2	1	1.04923e-10	2.79796e-09	-2.05199
0.4	-2	1	6.18346e-08	1.23669e-06	-2.06931
0.5	-2	1	2.70084e-06	4.32135e-05	-2.08664
0.6	-1.99998	0.999994	3.23914e-05	0.000431885	-2.10397
0.7	-1.99987	0.999956	0.000186494	0.00213136	-2.12131
0.8	-1.99946	0.999818	0.000680659	0.00680649	-2.13868
0.9	-1.99835	0.999449	0.00183605	0.0163197	-2.15614
1	-1.99598	0.998661	0.00401074	0.0320823	-2.17379
1.1	-1.9917	0.997234	0.00751578	0.0546476	-2.19176
1.2	-1.98484	0.994946	0.0125501	0.083632	-2.21023
1.3	-1.9748	0.991601	0.0191677	0.117872	-2.22939
1.4	-1.96114	0.987052	0.0272754	0.15569	-2.24946
1.5	-1.94361	0.98121	0.0366543	0.195179	-2.27065
1.6	-1.92212	0.974053	0.0469948	0.234457	-2.29313
1.7	-1.89678	0.965619	0.0579374	0.271847	-2.31707
1.8	-1.86785	0.955994	0.069111	0.305999	-2.34261
1.9	-1.83572	0.945307	0.0801662	0.335946	-2.36985
2	-1.80083	0.933709	0.0907984	0.361096	-2.39886
2.1	-1.76367	0.921367	0.100762	0.381203	-2.42966
2.2	-1.72475	0.90845	0.109874	0.396304	-2.46228
2.3	-1.68457	0.895123	0.118016	0.406649	-2.4967
2.4	-1.64357	0.881538	0.125125	0.412638	-2.53289
2.5	-1.60217	0.867834	0.131184	0.414759	-2.5708
2.6	-1.56073	0.85413	0.136216	0.413539	-2.61036
2.7	-1.51955	0.840529	0.140268	0.40951	-2.65151
2.8	-1.4789	0.827116	0.143408	0.403179	-2.69418
2.9	-1.43898	0.81396	0.145717	0.395012	-2.73829
3	-1.39995	0.801114	0.147277	0.385426	-2.78377
3.1	-1.36193	0.788619	0.148175	0.374787	-2.83052
3.2	-1.32501	0.776503	0.148494	0.363406	-2.87849
3.3	-1.28926	0.764786	0.148313	0.351544	-2.92759
3.4	-1.25471	0.753479	0.147705	0.339417	-2.97776
3.5	-1.22138	0.742588	0.146736	0.3272	-3.02892
3.6	-1.18927	0.732113	0.145465	0.315033	-3.08103
3.7	-1.15837	0.722048	0.143946	0.303024	-3.134
3.8	-1.12866	0.712386	0.142225	0.291259	-3.1878
3.9	-1.10011	0.703118	0.140342	0.2798	-3.24236
4	-1.07269	0.694231	0.138334	0.268693	-3.29764
4.1	-1.04636	0.685713	0.136229	0.257967	-3.35359
4.2	-1.02108	0.67755	0.134053	0.247644	-3.41018
4.3	-0.996815	0.669727	0.131829	0.237733	-3.46735
4.4	-0.97352	0.662231	0.129574	0.228239	-3.52507
4.5	-0.951153	0.655046	0.127305	0.219159	-3.58332
4.6	-0.929674	0.648159	0.125034	0.210486	-3.64205
4.7	-0.909043	0.641555	0.122772	0.202212	-3.70124
4.8	-0.889219	0.635222	0.120527	0.194325	-3.76086
4.9	-0.870165	0.629146	0.118307	0.18681	-3.82088
5	-0.851845	0.623315	0.116118	0.179655	-3.88129
