#T	e	abs(m)	chi	c_v	f
0.1	-2	1	0	0	-2.00433
0.2	-2	1	0	0	-2.00866
0.3	-2	1	3.50298e-11	1.86683e-09	-2.013
0.4	-2	1	2.06188e-08	8.24631e-07	-2.01733
0.5	-2	1	9.02706e-07	2.88526e-05	-2.02166
0.6	-1.99999	0.999997	1.09087e-05	0.000289587	-2.02599
0.7	-1.99991	0.999978	6.38715e-05	0.0014425	-2.03033
0.8	-1.99963	0.999907	0.00024016	0.00468217	-2.03469
0.9	-1.99886	0.99971	0.000678495	0.0115067	-2.03912
1	-1.99716	0.999275	0.00158363	0.0234094	-2.04367
1.1	-1.99396	0.998441	0.00324609	0.0417056	-2.04846
1.2	-1.98857	0.997006	0.00608782	0.0675287	-2.05363
1.3	-1.98017	0.994711	0.0107366	0.101917	-2.05937
1.4	-1.96786	0.991234	0.0181134	0.145884	-2.0659
1.5	-1.95064	0.986173	0.0294903	0.20035	-2.07347
1.6	-1.92742	0.979043	0.0464509	0.265862	-2.08238
1.7	-1.89711	0.969288	0.0706798	0.342063	-2.09295
1.8	-1.85872	0.956331	0.103545	0.427048	-2.10554
1.9	-1.81154	0.939661	0.145534	0.516866	-2.1205
2	-1.75538	0.918943	0.19572	0.605533	-2.13817
2.1	-1.69071	0.894132	0.251525	0.685786	-2.15887
2.2	-1.61874	0.865532	0.308995	0.750508	-2.18282
2.3	-1.54131	0.833799	0.363551	0.79433	-2.21018
2.4	-1.46066	0.799846	0.410978	0.814773	-2.24098
2.5	-1.37912	0.764712	0.448261	0.812515	-2.27517
2.6	-1.29881	0.729419	0.473976	0.79078	-2.31261
2.7	-1.22145	0.694851	0.488223	0.754243	-2.35308
2.8	-1.14828	0.661694	0.492219	0.707918	-2.39634
2.9	-1.08004	0.630417	0.487804	0.656341	-2.44214
3	-1.01707	0.601291	0.476997	0.603135	-2.49019
3.1	-0.959384	0.574428	0.461698	0.550907	-2.54026
3.2	-0.906798	0.549819	0.443525	0.501348	-2.59211
3.3	-0.858993	0.527379	0.423763	0.455414	-2.64553
3.4	-0.81558	0.506971	0.403372	0.413527	-2.70033
3.5	-0.77615	0.488437	0.383037	0.375756	-2.75635
3.6	-0.740297	0.471609	0.363221	0.341943	-2.81344
3.7	-0.707639	0.45632	0.344216	0.311813	-2.87148
3.8	-0.677823	0.442413	0.326194	0.285029	-2.93037
3.9	-0.650533	0.429744	0.309237	0.261241	-2.99001
4	-0.625486	0.418179	0.293369	0.240109	-3.05032
4.1	-0.602433	0.407601	0.278575	0.221314	-3.11123
4.2	-0.581155	0.397902	0.264814	0.20457	-3.17268
4.3	-0.561459	0.388991	0.252031	0.18962	-3.23462
4.4	-0.543179	0.380782	0.240164	0.17624	-3.297
4.5	-0.526166	0.373205	0.229148	0.164232	-3.35978
4.6	-0.510292	0.366193	0.218919	0.153426	-3.42292
4.7	-0.495446	0.35969	0.209415	0.143674	-3.48641
4.8	-0.481527	0.353647	0.200576	0.134848	-3.55019
4.9	-0.468449	0.348018	0.192346	0.126837	-3.61426
5	-0.456135	0.342766	0.184676	0.119546	-3.67858
