0	1.995	-0.1	0
0.05	1.98501	-0.19975	-0.00249375
0.1	1.97006	-0.299001	-0.00495633
0.15	1.95019	-0.397504	-0.00736312
0.2	1.92544	-0.495013	-0.00969008
0.25	1.89587	-0.591285	-0.011914
0.3	1.86157	-0.686079	-0.0140125
0.35	1.82261	-0.779157	-0.0159648
0.4	1.7791	-0.870288	-0.0177512
0.45	1.73113	-0.959242	-0.0193541
0.5	1.67884	-1.0458	-0.0207572
0.55	1.62236	-1.12974	-0.0219467
0.6	1.56181	-1.21086	-0.0229105
0.65	1.49737	-1.28895	-0.0236392
0.7	1.42918	-1.36382	-0.0241254
0.75	1.35741	-1.43528	-0.0243642
0.8	1.28225	-1.50315	-0.0243533
0.85	1.20389	-1.56726	-0.0240927
0.9	1.12252	-1.62745	-0.0235851
0.95	1.03834	-1.68358	-0.0228356
1	0.951565	-1.7355	-0.0218516
1.05	0.862411	-1.78308	-0.020643
1.1	0.771101	-1.8262	-0.0192218
1.15	0.677864	-1.86475	-0.0176023
1.2	0.582931	-1.89864	-0.0158006
1.25	0.486542	-1.92779	-0.0138347
1.3	0.388936	-1.95212	-0.0117244
1.35	0.290358	-1.97157	-0.00949061
1.4	0.191053	-1.98608	-0.00715574
1.45	0.0912717	-1.99564	-0.0047431
1.5	-0.00873827	-2.0002	-0.00227681
1.55	-0.108726	-1.99976	0.000218478
1.6	-0.208443	-1.99433	0.00271784
1.65	-0.307638	-1.9839	0.00519628
1.7	-0.406064	-1.96852	0.00762905
1.75	-0.503475	-1.94822	0.00999182
1.8	-0.599627	-1.92305	0.012261
1.85	-0.69428	-1.89306	0.0144139
1.9	-0.787198	-1.85835	0.016429
1.95	-0.878147	-1.81899	0.0182861
2	-0.966902	-1.77508	0.0199668
2.05	-1.05324	-1.72674	0.0214541
2.1	-1.13694	-1.67408	0.0227333
2.15	-1.2178	-1.61723	0.0237916
2.2	-1.29562	-1.55634	0.0246183
2.25	-1.3702	-1.49156	0.0252053
2.3	-1.44135	-1.42305	0.0255466
2.35	-1.5089	-1.35098	0.0256389
2.4	-1.57268	-1.27553	0.0254812
2.45	-1.63252	-1.1969	0.025075
2.5	-1.68829	-1.11527	0.0244246
2.55	-1.73983	-1.03086	0.0235363
2.6	-1.78702	-0.943869	0.022419
2.65	-1.82975	-0.854518	0.0210839
2.7	-1.8679	-0.763031	0.0195444
2.75	-1.90138	-0.669636	0.0178158
2.8	-1.93011	-0.574567	0.0159154
2.85	-1.95401	-0.478061	0.0138622
2.9	-1.97303	-0.380361	0.0116767
2.95	-1.98712	-0.281709	0.00938079
3	-1.99623	-0.182353	0.00699736
3.05	-2.00036	-0.0825417	0.00455025
3.1	-1.99949	0.0174764	0.00206391
3.15	-1.99361	0.117451	-0.000436797
3.2	-1.98276	0.217131	-0.00292689
3.25	-1.96694	0.316269	-0.00538149
3.3	-1.94621	0.414617	-0.00777605
3.35	-1.92062	0.511927	-0.0100867
3.4	-1.89022	0.607958	-0.0122902
