-3	-0.9994
-2.9999	-0.999
-2.9998	-0.9982
-2.9997	-0.999
-2.9996	-0.9984
-2.9995	-0.9982
-2.9994	-0.998
-2.9993	-0.9982
-2.9992	-0.9986
-2.9991	-0.9984
-2.999	-0.9984
-2.9989	-0.9982
-2.9988	-0.9988
-2.9987	-0.9992
-2.9986	-0.999
-2.9985	-0.9986
-2.9984	-0.9992
-2.9983	-0.9984
-2.9982	-0.9986
-2.9981	-0.998
-2.998	-0.9984
-2.9979	-0.9988
-2.9978	-0.9976
-2.9977	-0.9988
-2.9976	-0.9986
-2.9975	-0.9974
-2.9974	-0.9976
-2.9973	-0.9976
-2.9972	-0.9978
-2.9971	-0.9988
-2.997	-0.9988
-2.9969	-0.998
-2.9968	-0.9982
-2.9967	-0.9984
-2.9966	-0.9972
-2.9965	-0.9986
-2.9964	-0.998
-2.9963	-0.998
-2.9962	-0.9978
-2.9961	-0.9978
-2.996	-0.9976
-2.9959	-0.998
-2.9958	-0.9992
-2.9957	-0.9994
-2.9956	-0.9986
-2.9955	-0.9984
-2.9954	-0.9984
-2.9953	-0.9976
-2.9952	-0.998
-2.99511	-0.9976
-2.99501	-0.9984
-2.99491	-0.9986
-2.99481	-0.9978
-2.99471	-0.9986
-2.99461	-0.9992
-2.99451	-0.9984
-2.99441	-0.9988
-2.99431	-0.9982
-2.99421	-0.9984
-2.99411	-0.9984
-2.99401	-0.9976
-2.99391	-0.9974
-2.99381	-0.9968
-2.99371	-0.9974
-2.99361	-0.9974
-2.99351	-0.9982
-2.99341	-0.998
-2.99331	-0.997
-2.99321	-0.9988
-2.99311	-0.9986
-2.99301	-0.9982
-2.99291	-0.9976
-2.99281	-0.9982
-2.99271	-0.9982
-2.99261	-0.9992
-2.99251	-0.9982
-2.99241	-0.9976
-2.99231	-0.9984
-2.99221	-0.999
-2.99211	-0.9986
-2.99201	-0.998
-2.99191	-0.999
-2.99181	-0.999
-2.99171	-0.9984
-2.99161	-0.9982
-2.99151	-0.9992
-2.99141	-0.9986
-2.99131	-0.9976
-2.99121	-0.997
-2.99111	-0.9988
-2.99101	-0.9988
-2.99091	-0.998
-2.99081	-0.998
-2.99071	-0.9982
-2.99061	-0.9978
-2.99051	-0.998
-2.99041	-0.9984
-2.99031	-0.9986
-2.99021	-0.9986
-2.99011	-0.9988
-2.99001	-0.9986
-2.98991	-0.999
-2.98981	-0.9992
-2.98971	-0.999
-2.98961	-0.999
-2.98951	-0.9988
-2.98941	-0.9986
-2.98931	-0.9986
-2.98921	-0.998
-2.98911	-0.9988
-2.98901	-0.9988
-2.98891	-0.9982
-2.98881	-0.9988
-2.98871	-0.9974
-2.98861	-0.9978
-2.98851	-0.9976
-2.98841	-0.9976
-2.98831	-0.9974
-2.98821	-0.9976
-2.98811	-0.9972
-2.98801	-0.9994
-2.98791	-0.9988
-2.98781	-0.999
-2.98771	-0.9984
-2.98761	-0.9984
-2.98751	-0.999
-2.98741	-0.9984
-2.98731	-0.9978
-2.98721	-0.9982
-2.98711	-0.9972
-2.98701	-0.9988
-2.98691	-0.9978
-2.98681	-0.9988
-2.98671	-0.9986
-2.98661	-0.9976
-2.98651	-0.9984
-2.98641	-0.9974
-2.98631	-0.998
-2.98621	-0.9984
-2.98611	-0.999
-2.98601	-0.9988
-2.98591	-0.9978
-2.98581	-0.9974
-2.98571	-0.9964
-2.98561	-0.9964
-2.98551	-0.9982
-2.98541	-0.9982
-2.98532	-0.9982
-2.98522	-0.9982
-2.98512	-0.9978
-2.98502	-0.9974
-2.98492	-0.9984
-2.98482	-0.9978
-2.98472	-0.9986
-2.98462	-0.9984
-2.98452	-0.9986
-2.98442	-0.9986
-2.98432	-0.9982
-2.98422	-0.9982
-2.98412	-0.9982
-2.98402	-0.999
-2.98392	-0.9984
-2.98382	-0.998
-2.98372	-0.9974
-2.98362	-0.9982
-2.98352	-0.998
-2.98342	-0.9986
-2.98332	-0.9984
-2.98322	-0.9984
-2.98312	-0.9978
-2.98302	-0.9976
-2.98292	-0.998
-2.98282	-0.9966
-2.98272	-0.9976
-2.98262	-0.9978
-2.98252	-0.9982
-2.98242	-0.9982
-2.98232	-0.9972
-2.98222	-0.9984
-2.98212	-0.9984
-2.98202	-0.9982
-2.98192	-0.9984
-2.98182	-0.998
-2.98172	-0.998
-2.98162	-0.9992
-2.98152	-0.999
-2.98142	-0.9992
-2.98132	-0.999
-2.98122	-0.9988
-2.98112	-0.9978
-2.98102	-0.9976
-2.98092	-0.9978
-2.98082	-0.9978
-2.98072	-0.998
-2.98062	-0.9976
-2.98052	-0.9978
-2.98042	-0.9974
-2.98032	-0.997
-2.98022	-0.9976
-2.98012	-0.9978
-2.98002	-0.9982
-2.97992	-0.999
-2.97982	-0.9994
-2.97972	-0.9982
-2.97962	-0.998
-2.97952	-0.999
-2.97942	-0.9976
-2.97932	-0.9982
-2.97922	-0.998
-2.97912	-0.9994
-2.97902	-0.9988
-2.97892	-0.998
-2.97882	-0.9978
-2.97872	-0.9976
-2.97862	-0.998
-2.97852	-0.9976
-2.97842	-0.9994
-2.97832	-0.9992
-2.97822	-0.998
-2.97812	-0.998
-2.97802	-0.9984
-2.97792	-0.999
-2.97782	-0.9982
-2.97772	-0.9976
-2.97762	-0.9988
-2.97752	-0.9984
-2.97742	-0.9984
