#t	m1	m2
0	1	0.97875
1	1	0.95125
2	0.98	0.9275
3	0.88	0.93125
4	0.94	0.93625
5	0.98	0.945
6	1	0.9325
7	1	0.93125
8	0.98	0.94125
9	0.96	0.93
10	0.94	0.9275
11	0.94	0.91625
12	0.94	0.915
13	0.94	0.9225
14	0.92	0.91
15	0.94	0.92
16	0.94	0.915
17	0.92	0.92125
18	0.94	0.92875
19	0.94	0.94375
20	0.98	0.92875
21	1	0.93875
22	0.98	0.915
23	0.96	0.91375
24	0.86	0.91375
25	0.84	0.925
26	0.9	0.94375
27	0.82	0.94625
28	0.78	0.95375
29	0.88	0.94125
30	0.88	0.9275
31	0.76	0.93375
32	0.9	0.93375
33	0.92	0.91125
34	0.88	0.91375
35	0.88	0.915
36	0.94	0.9225
37	0.96	0.93
38	0.96	0.93875
39	0.96	0.93875
40	0.94	0.93625
41	0.9	0.935
42	0.96	0.91
43	0.92	0.90125
44	0.88	0.91125
45	0.9	0.915
46	0.92	0.9125
47	0.92	0.92125
48	0.92	0.9125
49	0.88	0.91125
50	0.76	0.93375
51	0.78	0.92
52	0.86	0.92125
53	0.76	0.9175
54	0.76	0.9075
55	0.7	0.90125
56	0.8	0.93
57	0.9	0.93375
58	0.9	0.94125
59	0.86	0.9225
60	0.82	0.925
61	0.9	0.905
62	0.82	0.92875
63	0.9	0.91125
64	0.88	0.9325
65	0.92	0.93
66	0.9	0.9275
67	0.96	0.925
68	0.98	0.92125
69	1	0.9175
70	1	0.9025
71	0.98	0.9075
72	0.94	0.90625
73	0.94	0.91625
74	0.94	0.945
75	0.94	0.94875
76	0.88	0.9325
77	0.94	0.92875
78	0.94	0.91875
79	0.9	0.90875
80	0.94	0.91375
81	1	0.9175
82	1	0.915
83	0.9	0.9075
84	0.82	0.89875
85	0.78	0.92125
86	0.9	0.92
87	0.84	0.92
88	0.9	0.9275
89	0.9	0.9275
90	0.9	0.9175
91	0.88	0.92875
92	0.82	0.9175
93	0.74	0.89875
94	0.68	0.90625
95	0.7	0.91625
96	0.76	0.92
97	0.78	0.92375
98	0.88	0.91125
99	0.86	0.915
100	0.88	0.925
101	0.9	0.90375
102	0.96	0.92375
103	0.92	0.9175
104	0.94	0.9125
105	0.94	0.92375
106	0.88	0.92875
107	0.86	0.92125
108	0.92	0.9075
109	0.88	0.91125
110	0.94	0.88875
111	0.96	0.89875
112	0.94	0.89875
113	0.92	0.88625
114	0.94	0.8775
115	0.92	0.87625
116	0.9	0.89125
117	0.94	0.88
118	0.98	0.87125
119	0.92	0.85625
120	0.94	0.865
121	0.94	0.8675
122	0.9	0.89625
123	0.94	0.9075
124	0.98	0.9025
125	0.94	0.9125
126	0.94	0.93625
127	0.92	0.93875
128	0.98	0.94625
129	0.94	0.92375
130	0.98	0.9225
131	0.96	0.9225
132	0.92	0.92625
133	0.94	0.905
134	0.88	0.89625
135	0.9	0.8925
136	0.88	0.89625
137	0.92	0.90375
138	0.84	0.92125
139	0.86	0.92
140	0.84	0.91875
141	0.9	0.94125
142	0.88	0.93375
143	0.86	0.9225
144	0.86	0.92
145	0.92	0.93125
146	0.84	0.9375
147	0.74	0.945
148	0.86	0.93875
149	0.92	0.94875
150	0.86	0.93
151	0.9	0.92
152	0.96	0.9175
153	0.94	0.91125
154	0.9	0.9125
155	0.9	0.9075
156	0.94	0.915
157	0.94	0.93125
158	0.94	0.925
159	0.94	0.935
160	0.98	0.92625
161	0.92	0.92875
162	0.86	0.925
163	0.88	0.92
164	0.92	0.93375
165	0.84	0.91625
166	0.92	0.92
167	0.98	0.92625
168	0.96	0.92375
169	0.9	0.89
170	0.92	0.8975
171	0.86	0.89875
172	0.8	0.905
173	0.82	0.9075
174	0.84	0.91625
175	0.78	0.91875
176	0.88	0.90875
177	0.92	0.9075
178	0.92	0.91625
179	0.82	0.93125
180	0.84	0.93375
181	0.74	0.9125
182	0.86	0.92
183	0.86	0.91625
184	0.94	0.90625
185	0.88	0.925
186	0.9	0.91375
187	0.88	0.90625
188	0.88	0.89375
189	0.9	0.91
190	0.88	0.89
191	0.96	0.9025
192	0.96	0.91125
193	0.94	0.9125
194	0.96	0.93125
195	0.94	0.9
196	0.9	0.9175
197	0.94	0.92
198	0.96	0.90875
199	0.94	0.895
200	0.9	0.90375
201	0.86	0.88375
202	0.86	0.9075
203	0.86	0.88125
204	0.82	0.8975
205	0.76	0.90625
206	0.78	0.9075
207	0.92	0.9025
208	0.98	0.8875
209	0.96	0.89125
210	0.9	0.89625
211	0.88	0.87125
212	0.9	0.88375
213	0.92	0.88
214	0.92	0.90125
215	0.94	0.8775
216	0.94	0.8825
217	0.94	0.89875
218	0.92	0.89125
219	0.96	0.90875
220	0.98	0.93
221	0.96	0.9175
222	0.96	0.92375
223	0.96	0.915
224	0.92	0.9075
225	0.94	0.9175
226	0.98	0.91375
227	1	0.89375
228	1	0.8875
229	0.96	0.89875
230	0.88	0.8925
231	0.92	0.895
232	0.94	0.8825
233	0.84	0.8825
234	0.9	0.90625
235	0.86	0.89875
236	0.84	0.90375
237	0.82	0.89375
238	0.82	0.91625
239	0.8	0.9025
240	0.84	0.9025
241	0.86	0.90125
242	0.94	0.91875
243	1	0.9075
244	0.98	0.91875
245	0.98	0.9175
246	0.9	0.91125
247	0.96	0.925
248	0.98	0.92375
249	0.96	0.91125
250	0.98	0.91875
251	0.96	0.92625
252	0.8	0.9325
253	0.98	0.93
254	1	0.915
255	1	0.9175
256	1	0.92
257	0.94	0.9325
258	0.96	0.94125
259	0.98	0.94
260	0.98	0.915
261	1	0.92
262	0.98	0.925
263	0.98	0.91875
264	0.94	0.90625
265	0.9	0.8925
266	0.98	0.88125
267	0.98	0.8575
268	1	0.86125
269	1	0.85625
270	0.96	0.89625
271	0.96	0.91
272	0.94	0.93375
