#t	m1	m2	m3
3092	0.9202	-0.9062	0.6156
3093	0.9228	-0.9094	0.6162
3094	0.9118	-0.9064	0.6252
3095	0.9076	-0.9216	0.613
3096	0.9056	-0.9166	0.6112
3097	0.912	-0.9174	0.6062
3098	0.9056	-0.9242	0.602
3099	0.902	-0.9172	0.6058
3100	0.9048	-0.9132	0.5988
3101	0.909	-0.921	0.6054
3102	0.9146	-0.9114	0.6122
3103	0.9166	-0.9102	0.6152
3104	0.918	-0.9128	0.6158
3105	0.9204	-0.9188	0.613
3106	0.9194	-0.9118	0.6132
3107	0.9134	-0.9156	0.6132
3108	0.918	-0.9098	0.6268
3109	0.919	-0.9162	0.6218
3110	0.9204	-0.9204	0.6204
3111	0.9246	-0.918	0.6246
3112	0.916	-0.9208	0.6202
3113	0.9106	-0.9192	0.6198
3114	0.9154	-0.916	0.6248
3115	0.9164	-0.9148	0.6182
3116	0.9186	-0.9158	0.628
3117	0.9156	-0.9112	0.6248
3118	0.9056	-0.9138	0.6296
3119	0.9134	-0.915	0.6252
3120	0.9172	-0.923	0.63
3121	0.91	-0.9152	0.6264
3122	0.9064	-0.9166	0.6316
3123	0.912	-0.9054	0.6238
3124	0.922	-0.9136	0.6304
3125	0.9144	-0.9168	0.6262
3126	0.9178	-0.923	0.628
3127	0.9154	-0.9098	0.6188
3128	0.9132	-0.9142	0.615
3129	0.919	-0.917	0.6156
3130	0.9216	-0.9102	0.623
3131	0.9258	-0.9042	0.6248
3132	0.9174	-0.9016	0.6222
3133	0.9128	-0.9086	0.6234
3134	0.9146	-0.9148	0.6174
3135	0.913	-0.9118	0.6126
3136	0.9064	-0.9062	0.6214
3137	0.9086	-0.9014	0.6272
3138	0.9072	-0.9076	0.6226
3139	0.9002	-0.9182	0.6254
3140	0.9104	-0.9242	0.6258
3141	0.9106	-0.9206	0.6234
3142	0.9096	-0.914	0.6252
3143	0.9134	-0.9176	0.6244
3144	0.9184	-0.9172	0.6144
3145	0.9202	-0.9148	0.6078
3146	0.919	-0.9128	0.6166
3147	0.9176	-0.9214	0.6096
3148	0.9176	-0.9254	0.6166
3149	0.923	-0.9292	0.6186
3150	0.9234	-0.9224	0.6168
3151	0.9282	-0.9168	0.6166
3152	0.921	-0.9142	0.6052
3153	0.9082	-0.9186	0.6046
3154	0.9076	-0.913	0.6064
3155	0.9132	-0.914	0.6028
3156	0.9134	-0.9076	0.6066
3157	0.9122	-0.903	0.6036
3158	0.9168	-0.9052	0.6036
3159	0.9124	-0.9008	0.6024
3160	0.9166	-0.9066	0.6034
3161	0.92	-0.9082	0.61
3162	0.915	-0.9022	0.6052
3163	0.9068	-0.9104	0.603
3164	0.9038	-0.9152	0.6046
3165	0.908	-0.9206	0.6054
3166	0.9136	-0.92	0.6114
3167	0.9138	-0.912	0.602
3168	0.9154	-0.9074	0.6054
3169	0.9128	-0.9036	0.6212
3170	0.917	-0.897	0.6164
3171	0.9146	-0.9082	0.6252
3172	0.9118	-0.9164	0.6254
3173	0.906	-0.9096	0.625
3174	0.9056	-0.9102	0.6248
3175	0.9072	-0.9104	0.6196
3176	0.9024	-0.913	0.6264
3177	0.905	-0.9136	0.6256
3178	0.904	-0.9094	0.6236
3179	0.902	-0.9018	0.6138
3180	0.9042	-0.91	0.6134
3181	0.9044	-0.9088	0.6144
3182	0.909	-0.9028	0.6048
3183	0.9086	-0.9074	0.6068
3184	0.9114	-0.912	0.6212
3185	0.9106	-0.9164	0.6206
3186	0.9132	-0.915	0.6228
3187	0.9164	-0.9186	0.6288
3188	0.921	-0.9186	0.6196
3189	0.9202	-0.9238	0.6274
3190	0.9224	-0.929	0.6232
3191	0.922	-0.929	0.618
3192	0.918	-0.9242	0.6182
3193	0.9136	-0.9226	0.6202
3194	0.9152	-0.917	0.6188
3195	0.9048	-0.9184	0.6224
3196	0.9014	-0.9258	0.6238
3197	0.9028	-0.926	0.63
3198	0.8976	-0.9268	0.6342
3199	0.9022	-0.9176	0.6328
3200	0.907	-0.9172	0.6346
3201	0.9088	-0.916	0.6294
3202	0.9168	-0.9054	0.636
3203	0.919	-0.9106	0.6314
3204	0.9108	-0.9166	0.636
3205	0.907	-0.92	0.6372
3206	0.9088	-0.9018	0.6276
3207	0.9046	-0.9026	0.63
3208	0.911	-0.914	0.6282
3209	0.911	-0.9124	0.637
3210	0.9128	-0.9092	0.6314
3211	0.9072	-0.9118	0.6324
3212	0.9124	-0.9094	0.64
3213	0.9154	-0.906	0.644
3214	0.9204	-0.9086	0.6328
3215	0.9138	-0.9204	0.6324
3216	0.9072	-0.913	0.6252
3217	0.8986	-0.9114	0.629
3218	0.902	-0.9128	0.619
3219	0.9116	-0.9162	0.618
3220	0.9122	-0.9172	0.6132
3221	0.9104	-0.9074	0.6106
3222	0.9022	-0.9096	0.6024
3223	0.9028	-0.905	0.6104
3224	0.8984	-0.8998	0.6014
3225	0.8994	-0.9	0.6092
3226	0.8998	-0.896	0.6092
3227	0.8946	-0.8994	0.615
3228	0.9054	-0.9026	0.6208
3229	0.9056	-0.9082	0.6234
3230	0.9078	-0.908	0.6226
3231	0.9116	-0.9146	0.6298
3232	0.9172	-0.9184	0.6298
3233	0.92	-0.92	0.6316
3234	0.918	-0.9226	0.6352
3235	0.9188	-0.9234	0.6378
3236	0.9252	-0.914	0.6278
3237	0.921	-0.908	0.6278
3238	0.9246	-0.9136	0.6292
3239	0.9148	-0.9036	0.629
3240	0.9174	-0.906	0.6332
3241	0.9142	-0.9088	0.627
3242	0.9164	-0.9078	0.6386
3243	0.913	-0.9088	0.6308
3244	0.9146	-0.9098	0.639
3245	0.921	-0.9078	0.6326
3246	0.921	-0.9154	0.6366
3247	0.9178	-0.91	0.635
3248	0.9252	-0.9128	0.6302
3249	0.9136	-0.911	0.6316
3250	0.9116	-0.9152	0.636
3251	0.9116	-0.9128	0.637
3252	0.9036	-0.9116	0.6458
3253	0.9078	-0.92	0.6372
3254	0.9098	-0.9218	0.6298
3255	0.914	-0.9204	0.629
3256	0.9218	-0.9272	0.627
3257	0.9186	-0.9268	0.6268
3258	0.9132	-0.9206	0.6276
3259	0.91	-0.9236	0.6182
3260	0.9104	-0.9192	0.6216
3261	0.9088	-0.9152	0.6302
3262	0.9134	-0.9086	0.6264
3263	0.9058	-0.9108	0.6246
3264	0.9032	-0.9104	0.6316
3265	0.905	-0.9078	0.6252
3266	0.9012	-0.9028	0.628
3267	0.9082	-0.908	0.6326
3268	0.9102	-0.9122	0.6236
3269	0.9112	-0.9132	0.6212
3270	0.91	-0.9088	0.6174
3271	0.9174	-0.9154	0.6122
3272	0.917	-0.9088	0.617
3273	0.915	-0.907	0.6208
3274	0.925	-0.9086	0.6086
3275	0.9218	-0.9126	0.6044
3276	0.914	-0.917	0.6136
3277	0.9182	-0.9104	0.6166
3278	0.9224	-0.9132	0.6212
3279	0.9122	-0.9146	0.6236
3280	0.9166	-0.9098	0.6236
3281	0.917	-0.911	0.622
3282	0.9252	-0.9112	0.627
3283	0.9224	-0.918	0.6342
3284	0.9214	-0.9136	0.6378
3285	0.9166	-0.9162	0.6392
3286	0.9246	-0.9032	0.6398
3287	0.9182	-0.9078	0.6404
3288	0.9172	-0.9068	0.6342
3289	0.9176	-0.9022	0.6282
3290	0.9156	-0.9126	0.6312
3291	0.912	-0.9086	0.6378
3292	0.909	-0.9054	0.634
3293	0.912	-0.9156	0.6352
3294	0.9062	-0.9124	0.6332
3295	0.9066	-0.9016	0.6288
3296	0.9092	-0.9092	0.6332
3297	0.9148	-0.9072	0.6298
3298	0.9072	-0.9028	0.6264
3299	0.906	-0.9026	0.6306
3300	0.9092	-0.9056	0.6348
3301	0.911	-0.9058	0.6382
3302	0.9124	-0.9084	0.6368
3303	0.923	-0.913	0.6466
3304	0.9188	-0.9152	0.65
3305	0.92	-0.9182	0.6484
3306	0.9148	-0.9172	0.6422
3307	0.9172	-0.9134	0.6346
3308	0.9246	-0.9012	0.6278
3309	0.926	-0.9092	0.6292
3310	0.9242	-0.9026	0.6288
3311	0.9276	-0.9078	0.6256
3312	0.919	-0.9078	0.6208
3313	0.9162	-0.9112	0.6244
3314	0.9234	-0.9104	0.6108
3315	0.9118	-0.9084	0.6154
3316	0.9096	-0.9212	0.611
3317	0.9062	-0.9136	0.6198
3318	0.9042	-0.9108	0.6242
3319	0.9008	-0.9098	0.6266
3320	0.9048	-0.9172	0.6202
3321	0.8998	-0.9192	0.6232
3322	0.9062	-0.9134	0.633
3323	0.909	-0.919	0.629
3324	0.9102	-0.906	0.6346
3325	0.9158	-0.904	0.6352
3326	0.9228	-0.8986	0.6286
3327	0.9198	-0.9098	0.6414
3328	0.9164	-0.9164	0.6336
3329	0.909	-0.917	0.6254
3330	0.9058	-0.9166	0.6296
3331	0.909	-0.9196	0.6376
3332	0.9108	-0.9192	0.6414
3333	0.9166	-0.9196	0.6472
3334	0.9162	-0.9156	0.6426
3335	0.9128	-0.9206	0.6326
3336	0.9096	-0.9166	0.6388
3337	0.907	-0.9168	0.6392
3338	0.9072	-0.913	0.6418
3339	0.9152	-0.9142	0.6376
3340	0.9188	-0.9134	0.6314
3341	0.9254	-0.9206	0.6284
3342	0.9296	-0.9248	0.628
3343	0.9304	-0.9182	0.624
3344	0.9238	-0.9158	0.6276
3345	0.9166	-0.9104	0.626
3346	0.9168	-0.912	0.6316
3347	0.907	-0.9022	0.6298
3348	0.9052	-0.9144	0.6344
3349	0.9068	-0.9142	0.6396
3350	0.9078	-0.9082	0.6284
3351	0.9082	-0.9114	0.6312
3352	0.9094	-0.912	0.6212
3353	0.912	-0.9118	0.6098
3354	0.9076	-0.9134	0.6136
3355	0.9074	-0.9046	0.6178
3356	0.9072	-0.9076	0.617
3357	0.9056	-0.9024	0.6156
3358	0.8976	-0.9066	0.6264
3359	0.9112	-0.9088	0.6238
3360	0.903	-0.908	0.628
3361	0.9056	-0.9108	0.6254
3362	0.9146	-0.9002	0.6376
3363	0.9106	-0.9084	0.6266
3364	0.9146	-0.9102	0.6294
3365	0.9134	-0.912	0.6238
3366	0.9164	-0.9096	0.618
3367	0.9222	-0.9136	0.6212
3368	0.9174	-0.9152	0.629
3369	0.9108	-0.9176	0.638
3370	0.908	-0.9154	0.6342
3371	0.9082	-0.9168	0.6282
3372	0.9176	-0.9234	0.644
3373	0.914	-0.9202	0.6426
3374	0.9216	-0.919	0.6436
3375	0.9232	-0.9198	0.6432
3376	0.9262	-0.925	0.6318
3377	0.9308	-0.9332	0.629
3378	0.9276	-0.9288	0.6346
3379	0.9218	-0.9258	0.6362
3380	0.9192	-0.924	0.6352
3381	0.9214	-0.9166	0.6448
3382	0.9244	-0.917	0.648
3383	0.9258	-0.9206	0.6452
3384	0.9228	-0.9194	0.6432
3385	0.9206	-0.9248	0.6394
3386	0.9186	-0.9232	0.6454
3387	0.9126	-0.9232	0.6438
3388	0.9144	-0.9174	0.6322
3389	0.9108	-0.9186	0.6362
3390	0.9096	-0.92	0.6406
3391	0.912	-0.9164	0.6378
3392	0.9138	-0.9152	0.6452
3393	0.9176	-0.9218	0.6466
3394	0.9164	-0.9278	0.651
3395	0.9208	-0.9184	0.6602
3396	0.9156	-0.9248	0.659
3397	0.917	-0.9266	0.654
3398	0.9136	-0.9234	0.656
3399	0.911	-0.9246	0.667
3400	0.9172	-0.92	0.6626
3401	0.924	-0.9182	0.665
3402	0.9164	-0.9184	0.6576
3403	0.9142	-0.9152	0.6552
3404	0.9138	-0.911	0.6524
3405	0.9208	-0.9122	0.6562
3406	0.922	-0.9086	0.6534
3407	0.9182	-0.9082	0.6566
3408	0.9178	-0.9034	0.6634
3409	0.9174	-0.9062	0.6636
3410	0.929	-0.9128	0.6614
3411	0.9194	-0.9192	0.6544
3412	0.9148	-0.9186	0.6556
3413	0.922	-0.9144	0.6656
3414	0.9168	-0.918	0.6704
3415	0.9126	-0.9086	0.6716
3416	0.9168	-0.9108	0.6718
3417	0.918	-0.9102	0.671
3418	0.9166	-0.9162	0.6702
3419	0.9156	-0.921	0.6766
3420	0.9196	-0.9198	0.6792
3421	0.9182	-0.923	0.6868
3422	0.9156	-0.9192	0.6804
3423	0.9272	-0.915	0.6778
3424	0.9254	-0.932	0.671
3425	0.9162	-0.9286	0.6734
3426	0.921	-0.9288	0.675
3427	0.9218	-0.9232	0.6804
3428	0.9182	-0.9176	0.6854
3429	0.9088	-0.9152	0.6844
3430	0.8976	-0.9154	0.6792
3431	0.9	-0.9224	0.6824
3432	0.9006	-0.9234	0.6922
3433	0.9084	-0.9106	0.6932
3434	0.9056	-0.9064	0.6918
3435	0.9018	-0.9042	0.6878
3436	0.9044	-0.8998	0.6944
3437	0.9086	-0.9054	0.7032
3438	0.9106	-0.9092	0.6988
3439	0.9112	-0.9136	0.6972
3440	0.9132	-0.912	0.7016
3441	0.9226	-0.9024	0.694
3442	0.9158	-0.9026	0.696
3443	0.9224	-0.9054	0.6794
3444	0.9226	-0.9108	0.6822
3445	0.9204	-0.9118	0.6832
3446	0.909	-0.9104	0.6926
3447	0.905	-0.9058	0.6934
3448	0.905	-0.91	0.701
3449	0.9122	-0.91	0.696
3450	0.9094	-0.9176	0.6884
3451	0.9112	-0.9132	0.6926
3452	0.9112	-0.913	0.6916
3453	0.909	-0.9122	0.6994
3454	0.901	-0.9206	0.693
3455	0.9052	-0.9248	0.691
3456	0.902	-0.928	0.694
3457	0.912	-0.9242	0.6974
3458	0.9104	-0.9338	0.7034
3459	0.9068	-0.9258	0.6964
3460	0.9148	-0.9164	0.7012
3461	0.9178	-0.9116	0.7018
3462	0.912	-0.9104	0.6988
3463	0.9136	-0.9146	0.7026
3464	0.917	-0.9122	0.7044
3465	0.9134	-0.9194	0.6992
3466	0.9102	-0.9128	0.6986
3467	0.9146	-0.914	0.692
3468	0.9124	-0.9198	0.6834
3469	0.911	-0.9164	0.6836
3470	0.9098	-0.9124	0.6826
3471	0.9066	-0.906	0.6896
3472	0.9152	-0.9124	0.6906
3473	0.9104	-0.9028	0.6984
3474	0.9144	-0.907	0.6962
3475	0.907	-0.9132	0.6974
3476	0.909	-0.9172	0.6936
3477	0.9074	-0.9144	0.6894
3478	0.9032	-0.8954	0.6926
3479	0.903	-0.8912	0.696
3480	0.902	-0.8962	0.6886
3481	0.9044	-0.9038	0.697
3482	0.9004	-0.91	0.6986
3483	0.9098	-0.904	0.699
3484	0.9164	-0.9114	0.7
3485	0.9096	-0.9118	0.6968
3486	0.9128	-0.9192	0.7014
3487	0.9082	-0.9182	0.7082
3488	0.9056	-0.927	0.7052
3489	0.9028	-0.9246	0.6956
3490	0.8994	-0.9204	0.703
3491	0.9058	-0.925	0.7076
3492	0.91	-0.9146	0.7032
3493	0.9174	-0.9152	0.7042
3494	0.9212	-0.9038	0.7026
3495	0.9132	-0.906	0.7044
3496	0.9092	-0.907	0.7012
3497	0.907	-0.9144	0.7014
3498	0.9132	-0.9134	0.7122
3499	0.9172	-0.9098	0.7068
3500	0.9188	-0.9064	0.6972
3501	0.9146	-0.9026	0.6932
3502	0.9154	-0.9152	0.7
3503	0.9134	-0.9222	0.7078
3504	0.9156	-0.926	0.7066
3505	0.9136	-0.929	0.7072
3506	0.9198	-0.9202	0.7014
3507	0.9078	-0.9186	0.6986
3508	0.904	-0.9192	0.695
3509	0.8972	-0.9152	0.694
3510	0.9066	-0.9138	0.6906
3511	0.9016	-0.916	0.6916
3512	0.8948	-0.9222	0.6934
3513	0.8952	-0.9184	0.6902
3514	0.894	-0.9198	0.6816
3515	0.9066	-0.9162	0.6892
3516	0.899	-0.9144	0.6854
3517	0.9002	-0.91	0.687
3518	0.9146	-0.9118	0.6836
3519	0.9148	-0.914	0.6908
3520	0.9066	-0.9138	0.6912
3521	0.9002	-0.914	0.693
3522	0.8974	-0.9242	0.6948
3523	0.8926	-0.915	0.69
3524	0.8826	-0.9128	0.6886
3525	0.8948	-0.9048	0.6846
3526	0.8992	-0.9056	0.6976
3527	0.9022	-0.911	0.698
3528	0.9008	-0.9084	0.6948
3529	0.9006	-0.9028	0.6846
3530	0.9032	-0.9084	0.696
3531	0.9004	-0.9116	0.703
3532	0.8938	-0.9056	0.7134
3533	0.8948	-0.9002	0.7134
3534	0.8894	-0.9058	0.7074
3535	0.9004	-0.8958	0.7128
3536	0.915	-0.8886	0.7076
3537	0.9192	-0.8856	0.7074
3538	0.9174	-0.8878	0.7046
3539	0.9196	-0.8784	0.7022
3540	0.9162	-0.8816	0.7046
3541	0.9216	-0.889	0.7132
3542	0.9204	-0.8898	0.7098
3543	0.917	-0.891	0.7094
3544	0.9098	-0.8868	0.7066
3545	0.9142	-0.8842	0.7032
3546	0.912	-0.8934	0.704
3547	0.9156	-0.8998	0.6882
3548	0.9142	-0.9024	0.6928
3549	0.9082	-0.9092	0.6928
3550	0.9098	-0.9056	0.6952
3551	0.9096	-0.908	0.7028
3552	0.9058	-0.9046	0.7084
3553	0.9144	-0.894	0.7016
3554	0.9272	-0.9	0.6998
3555	0.918	-0.8966	0.7052
3556	0.9188	-0.8918	0.7044
3557	0.92	-0.8948	0.7086
3558	0.9192	-0.8996	0.7134
3559	0.9174	-0.8976	0.7104
3560	0.9178	-0.9032	0.7122
3561	0.9222	-0.9042	0.7144
3562	0.9176	-0.9156	0.7096
3563	0.911	-0.9188	0.7194
3564	0.9048	-0.9128	0.7266
3565	0.9136	-0.9082	0.725
3566	0.9078	-0.9116	0.7194
3567	0.9054	-0.9164	0.719
3568	0.9108	-0.9158	0.7208
3569	0.9036	-0.9148	0.7284
3570	0.9	-0.9064	0.7278
3571	0.9002	-0.906	0.7264
3572	0.903	-0.9098	0.7184
3573	0.903	-0.9044	0.7154
3574	0.9066	-0.908	0.718
3575	0.8966	-0.9094	0.713
3576	0.8924	-0.9164	0.7126
3577	0.8972	-0.9226	0.7108
3578	0.9074	-0.9274	0.7072
3579	0.9066	-0.9242	0.6988
3580	0.8988	-0.9238	0.6942
3581	0.9006	-0.9152	0.6928
3582	0.897	-0.923	0.6984
3583	0.8966	-0.921	0.6972
3584	0.895	-0.9208	0.6966
3585	0.8912	-0.9234	0.6998
3586	0.8888	-0.9192	0.6986
3587	0.8826	-0.9244	0.705
3588	0.8876	-0.9236	0.7046
3589	0.8828	-0.9154	0.698
3590	0.896	-0.9188	0.6914
3591	0.895	-0.9166	0.697
3592	0.895	-0.916	0.695
3593	0.893	-0.907	0.6928
3594	0.89	-0.9054	0.6958
3595	0.8948	-0.89	0.702
3596	0.8936	-0.8874	0.702
3597	0.8978	-0.8834	0.702
3598	0.9052	-0.889	0.7004
3599	0.9044	-0.9084	0.6912
3600	0.9028	-0.9038	0.6886
3601	0.8978	-0.8996	0.6908
3602	0.8956	-0.9104	0.6956
3603	0.8902	-0.9094	0.69
3604	0.8934	-0.9066	0.6842
3605	0.895	-0.9096	0.6792
3606	0.893	-0.9096	0.6818
3607	0.896	-0.91	0.676
3608	0.8922	-0.9074	0.6842
3609	0.8936	-0.9056	0.6758
3610	0.8954	-0.8944	0.674
3611	0.8908	-0.8914	0.6786
3612	0.9014	-0.89	0.6836
3613	0.9034	-0.897	0.6936
3614	0.8984	-0.8968	0.7002
3615	0.8986	-0.9056	0.7002
3616	0.901	-0.904	0.6904
3617	0.9048	-0.9062	0.6966
3618	0.8932	-0.9106	0.6988
3619	0.8928	-0.908	0.6946
3620	0.8858	-0.904	0.6938
3621	0.8886	-0.9058	0.69
3622	0.8924	-0.9034	0.684
3623	0.8996	-0.9046	0.6786
3624	0.9032	-0.9148	0.6792
3625	0.9092	-0.9176	0.677
3626	0.9156	-0.9232	0.6808
3627	0.9206	-0.918	0.6794
3628	0.9232	-0.9124	0.6686
3629	0.9236	-0.9146	0.679
3630	0.9224	-0.9142	0.6684
3631	0.9136	-0.9156	0.6804
3632	0.9162	-0.9156	0.6722
3633	0.9106	-0.9068	0.674
3634	0.9106	-0.8974	0.679
3635	0.924	-0.8962	0.6742
3636	0.9228	-0.8948	0.6792
3637	0.9214	-0.9004	0.679
3638	0.9108	-0.9022	0.685
3639	0.9172	-0.9016	0.6812
3640	0.9136	-0.9114	0.6722
3641	0.9214	-0.9176	0.665
3642	0.9232	-0.9156	0.67
3643	0.9224	-0.9126	0.6826
3644	0.9208	-0.9182	0.6834
3645	0.9222	-0.9224	0.6794
3646	0.9238	-0.9144	0.6832
3647	0.9198	-0.9124	0.6828
3648	0.9228	-0.915	0.6854
3649	0.9184	-0.9098	0.6818
3650	0.9174	-0.9174	0.6788
3651	0.9144	-0.9174	0.6782
3652	0.9184	-0.9116	0.6636
3653	0.916	-0.9154	0.672
3654	0.924	-0.9176	0.6708
3655	0.921	-0.9112	0.6668
3656	0.9104	-0.9106	0.6662
3657	0.9172	-0.9096	0.6674
3658	0.9046	-0.909	0.6598
3659	0.9118	-0.9106	0.6694
3660	0.9148	-0.919	0.6762
3661	0.9172	-0.9198	0.6706
3662	0.9136	-0.9226	0.667
3663	0.9186	-0.919	0.6776
3664	0.9104	-0.9188	0.6784
3665	0.9102	-0.9192	0.6726
3666	0.9186	-0.9102	0.6718
3667	0.9192	-0.8976	0.674
3668	0.9278	-0.8982	0.6732
3669	0.9276	-0.8934	0.664
3670	0.9232	-0.9004	0.6732
3671	0.9124	-0.8928	0.6764
3672	0.9166	-0.8962	0.6834
3673	0.914	-0.8984	0.6744
3674	0.9196	-0.8998	0.68
3675	0.9126	-0.9066	0.6818
3676	0.9186	-0.9104	0.6844
3677	0.9132	-0.9122	0.6798
3678	0.9198	-0.9094	0.6812
3679	0.9212	-0.9062	0.681
3680	0.9188	-0.8998	0.6856
3681	0.9138	-0.9018	0.6908
3682	0.9072	-0.8896	0.6758
3683	0.8954	-0.901	0.6852
3684	0.9062	-0.8996	0.6832
3685	0.9052	-0.8958	0.6836
3686	0.9062	-0.897	0.676
3687	0.9064	-0.9	0.6714
3688	0.899	-0.9038	0.6726
3689	0.8978	-0.9102	0.6752
3690	0.9102	-0.9156	0.6762
3691	0.91	-0.9106	0.6786
3692	0.9164	-0.911	0.6774
3693	0.9166	-0.9102	0.681
3694	0.9114	-0.91	0.6802
3695	0.9056	-0.9088	0.6686
3696	0.9086	-0.9166	0.664
3697	0.9126	-0.9188	0.6682
3698	0.9182	-0.9108	0.6596
3699	0.9218	-0.9136	0.657
3700	0.9218	-0.9104	0.6638
3701	0.9264	-0.91	0.6534
3702	0.9238	-0.907	0.6524
3703	0.9258	-0.9094	0.644
3704	0.9208	-0.907	0.6538
3705	0.9144	-0.9046	0.659
3706	0.912	-0.914	0.6536
3707	0.9118	-0.9134	0.6522
3708	0.916	-0.9114	0.6638
3709	0.9162	-0.9198	0.669
3710	0.9054	-0.91	0.6676
3711	0.9046	-0.905	0.6658
3712	0.9028	-0.902	0.6668
3713	0.9076	-0.9024	0.6692
3714	0.9096	-0.9008	0.6698
3715	0.912	-0.8978	0.6824
3716	0.9138	-0.8962	0.6844
3717	0.915	-0.9006	0.6792
3718	0.9058	-0.9046	0.6748
3719	0.901	-0.916	0.684
3720	0.9122	-0.9176	0.695
3721	0.9156	-0.916	0.7014
3722	0.9076	-0.9046	0.7122
3723	0.9074	-0.9124	0.7096
3724	0.9032	-0.907	0.7088
3725	0.9144	-0.9088	0.7112
3726	0.9114	-0.9132	0.7098
3727	0.922	-0.908	0.6996
3728	0.9218	-0.911	0.7
3729	0.9142	-0.9074	0.7014
3730	0.9118	-0.9112	0.6966
3731	0.9098	-0.9078	0.6986
3732	0.906	-0.911	0.7028
3733	0.9014	-0.8944	0.6962
3734	0.9052	-0.9008	0.6976
3735	0.9074	-0.8934	0.684
3736	0.907	-0.8888	0.6794
3737	0.9142	-0.8986	0.6906
3738	0.9172	-0.8966	0.6906
3739	0.9076	-0.8994	0.6916
3740	0.9004	-0.9014	0.6768
3741	0.909	-0.9066	0.675
3742	0.9124	-0.894	0.6736
3743	0.9072	-0.8952	0.686
3744	0.9042	-0.906	0.6846
3745	0.9032	-0.8994	0.6772
3746	0.901	-0.8918	0.6836
3747	0.8946	-0.8894	0.683
3748	0.8992	-0.8836	0.6896
3749	0.8898	-0.883	0.6944
3750	0.8892	-0.8876	0.6932
3751	0.8932	-0.887	0.7032
3752	0.894	-0.8894	0.6958
3753	0.8962	-0.8942	0.6886
3754	0.903	-0.9006	0.6884
3755	0.9058	-0.897	0.6826
3756	0.901	-0.9078	0.6906
3757	0.9038	-0.9036	0.6954
3758	0.906	-0.9052	0.6924
3759	0.8998	-0.9074	0.6942
3760	0.898	-0.9108	0.6992
3761	0.8974	-0.9108	0.6928
3762	0.9114	-0.9152	0.7002
3763	0.9026	-0.918	0.6944
3764	0.901	-0.918	0.6918
3765	0.901	-0.9124	0.6836
3766	0.8944	-0.9184	0.674
3767	0.8984	-0.9142	0.677
3768	0.908	-0.9172	0.6782
3769	0.9086	-0.9202	0.675
3770	0.9116	-0.9148	0.679
3771	0.909	-0.9138	0.6622
3772	0.9168	-0.9174	0.6632
3773	0.9092	-0.919	0.664
3774	0.8984	-0.9168	0.682
3775	0.9028	-0.9256	0.6862
3776	0.9008	-0.9234	0.6796
3777	0.9002	-0.9236	0.6748
3778	0.9008	-0.9166	0.6756
3779	0.9012	-0.9148	0.6724
3780	0.9002	-0.9162	0.6752
3781	0.9038	-0.9098	0.6736
3782	0.9102	-0.9102	0.6834
3783	0.91	-0.9144	0.6856
3784	0.9142	-0.9142	0.6834
3785	0.9114	-0.9136	0.6766
3786	0.9058	-0.92	0.6786
3787	0.9024	-0.9182	0.6746
3788	0.8974	-0.9168	0.6696
3789	0.8962	-0.921	0.6742
3790	0.898	-0.925	0.6766
3791	0.9104	-0.9128	0.6778
3792	0.9168	-0.9026	0.677
3793	0.9194	-0.9032	0.6768
3794	0.9186	-0.9052	0.6842
3795	0.9192	-0.897	0.6914
3796	0.908	-0.9074	0.6972
3797	0.9178	-0.9004	0.69
3798	0.9154	-0.9004	0.6938
3799	0.9076	-0.9004	0.6946
3800	0.9084	-0.8964	0.6954
3801	0.9078	-0.8956	0.6938
3802	0.9168	-0.8912	0.6984
3803	0.9214	-0.902	0.7048
3804	0.9166	-0.899	0.7098
3805	0.9084	-0.9068	0.7058
3806	0.9118	-0.9108	0.7046
3807	0.9182	-0.911	0.7
3808	0.9116	-0.9122	0.7044
3809	0.9204	-0.9084	0.7108
3810	0.9226	-0.917	0.7066
3811	0.9248	-0.9134	0.7004
3812	0.925	-0.9128	0.7084
3813	0.921	-0.9176	0.7026
3814	0.928	-0.9146	0.7086
3815	0.928	-0.902	0.7188
3816	0.923	-0.909	0.7058
3817	0.9206	-0.9022	0.7116
3818	0.9236	-0.904	0.7104
3819	0.9082	-0.8966	0.696
3820	0.91	-0.9052	0.6938
3821	0.9006	-0.907	0.703
3822	0.9078	-0.9038	0.7058
3823	0.9118	-0.9014	0.702
3824	0.9028	-0.9014	0.7074
3825	0.899	-0.9054	0.7134
3826	0.893	-0.9056	0.7248
3827	0.886	-0.9098	0.715
3828	0.889	-0.9188	0.7188
3829	0.892	-0.9222	0.719
3830	0.8952	-0.923	0.7222
3831	0.8902	-0.9208	0.7234
3832	0.8962	-0.9162	0.72
3833	0.8994	-0.9162	0.7268
3834	0.8998	-0.915	0.7232
3835	0.9014	-0.9064	0.7238
3836	0.902	-0.9158	0.7232
3837	0.9074	-0.9122	0.732
3838	0.9134	-0.9106	0.7332
3839	0.9072	-0.9142	0.7274
3840	0.9126	-0.9146	0.7294
3841	0.8982	-0.9102	0.735
3842	0.9042	-0.9136	0.7424
3843	0.905	-0.922	0.7454
3844	0.9062	-0.9282	0.753
3845	0.9168	-0.938	0.7522
3846	0.9168	-0.9266	0.7502
3847	0.9186	-0.9244	0.75
3848	0.9132	-0.9232	0.7436
3849	0.9078	-0.915	0.7488
3850	0.9056	-0.916	0.7556
3851	0.9046	-0.9104	0.7508
