0.080000	0.935170
0.240000	0.787401
0.400000	0.664360
0.560000	0.564693
0.720000	0.489705
0.880000	0.419532
1.040000	0.350062
1.200000	0.302461
1.360000	0.260026
1.520000	0.225015
1.680000	0.185238
1.840000	0.161663
2.000000	0.135530
2.160000	0.117724
2.320000	0.092845
2.480000	0.084167
2.640000	0.073534
2.800000	0.059038
2.960000	0.049256
3.120000	0.040880
3.280000	0.037720
3.440000	0.032905
3.600000	0.026986
3.760000	0.022271
3.920000	0.019211
4.080000	0.018358
4.240000	0.015048
4.400000	0.013292
4.560000	0.009982
4.720000	0.009631
4.880000	0.007123
5.040000	0.005768
5.200000	0.004715
5.360000	0.004464
5.520000	0.003662
5.680000	0.003361
5.840000	0.003010
6.000000	0.002157
6.160000	0.002157
6.320000	0.001705
6.480000	0.001856
6.640000	0.001053
6.800000	0.000853
6.960000	0.000803
7.120000	0.000853
7.280000	0.000351
7.440000	0.000953
7.600000	0.000752
7.760000	0.000451
7.920000	0.000251
